"","STUDENTID","AGE","GENDER","HS_TYPE","SCHOLARSHIP","WORK","ACTIVITY","PARTNER","SALARY","TRANSPORT","LIVING","MOTHER_EDU","FATHER_EDU","X._SIBLINGS","KIDS","MOTHER_JOB","FATHER_JOB","STUDY_HRS","READ_FREQ","READ_FREQ_SCI","ATTEND_DEPT","IMPACT","ATTEND","PREP_STUDY","PREP_EXAM","NOTES","LISTENS","LIKES_DISCUSS","CLASSROOM","CUML_GPA","EXP_GPA","COURSE.ID","GRADE"
"327","STUDENT327","18-22 yrs","Female","Home School","Merit","No","Yes","No","RS.40k-RS.60k","Public","Dorm","No Schooling","No Schooling","1","One","Manager","Clerk","3 to 5","Never","Often","Never","Low","Irregular","Moderate","Low","Sometimes","Never","Sometimes","Quiet","3.0-3.5","2.5-3.0",1,"B"
"328","STUDENT328","18-22 yrs","Female","Private","Full","No","No","No","RS.20k-RS.40k","Private","House","Secondary","Secondary","0","None","Laborer","Clerk","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Often","Sometimes","Often","Noisy",">3.5","3.0-3.5",1,"C+"
"329","STUDENT329","18-22 yrs","Female","Public","Need-based","Yes","Yes","Yes","<RS.20k","Public","Dorm","Secondary","Secondary","0","None","Laborer","Manager","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Sometimes","Sometimes","Sometimes","Moderate","3.0-3.5","2.5-3.0",1,"C+"
"330","STUDENT330","18-22 yrs","Male","Private","Full","Yes","Yes","No","<RS.20k","Public","Apartment","No Schooling","Secondary","0","None","Laborer","Manager","1 to 3","Sometimes","Never","Never","Low","Regular","High","Low","Sometimes","Sometimes","Sometimes","Noisy","2.0-2.5","<2.0",1,"D"
"331","STUDENT331","<18 yrs","Female","Private","Full","Yes","Yes","Yes","RS.20k-RS.40k","Public","Dorm","Primary","Secondary","0","None","Laborer","Professional","5 to 7","Sometimes","Sometimes","Never","Low","Regular","High","Low","Often","Never","Sometimes","Quiet","2.0-2.5","2.5-3.0",1,"B"
"332","STUDENT332",">20 yrs","Female","Home School","Full","No","Yes","Yes","RS.20k-RS.40k","Public","Apartment","No Schooling","High School","1","None","Laborer","Laborer","1 to 3","Sometimes","Sometimes","Never","Low","Irregular","Moderate","Low","Often","Sometimes","Sometimes","Noisy","3.0-3.5","2.5-3.0",1,"D"
"333","STUDENT333","18-22 yrs","Female","Private","Full","Yes","No","Yes","<RS.20k","Walk","Apartment","High School","High School","1","None","Clerk","Unemployed","1 to 3","Sometimes","Never","Never","Low","Regular","Low","Low","Sometimes","Never","Often","Quiet","2.0-2.5","2.5-3.0",1,"D"
"334","STUDENT334","<18 yrs","Female","Public","Full","Yes","Yes","No","<RS.20k","Public","Dorm","Primary","Secondary","2","None","Laborer","Unemployed","3 to 5","Sometimes","Sometimes","Never","Low","Irregular","High","Low","Often","Never","Often","Noisy","2.5-3.0","2.0-2.5",1,"B"
"335","STUDENT335","18-22 yrs","Female","Public","Full","Yes","Yes","No","<RS.20k","Public","Dorm","No Schooling","Secondary","1","None","Laborer","Professional","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Sometimes","Quiet","3.0-3.5","2.5-3.0",1,"D"
"336","STUDENT336","<18 yrs","Female","Home School","Full","Yes","Yes","No","RS.60k-RS.80k","Public","Dorm","Primary","Secondary","4+","None","Laborer","Manager","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Sometimes","Sometimes","Sometimes","Quiet","3.0-3.5","2.5-3.0",1,"C+"
"337","STUDENT337","18-22 yrs","Female","Private","Full","Yes","Yes","No","<RS.20k","Public","Dorm","No Schooling","Primary","2","None","Laborer","Professional","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Sometimes","Sometimes","Often","Quiet","3.0-3.5","2.0-2.5",1,"B+"
"338","STUDENT338","18-22 yrs","Female","Private","Full","Yes","Yes","No","<RS.20k","Public","Apartment","High School","Secondary","0","None","Professional","Manager","less than 1","Sometimes","Sometimes","Never","Low","Irregular","Low","Low","Sometimes","Never","Often","Moderate",">3.5","2.5-3.0",1,"C+"
"339","STUDENT339","<18 yrs","Female","Private","Full","Yes","No","No","<RS.20k","Public","Apartment","Secondary","Secondary","2","None","Laborer","Laborer","3 to 5","Never","Sometimes","Never","Low","Regular","High","Low","Often","Sometimes","Often","Moderate","2.0-2.5","2.0-2.5",1,"D"
"340","STUDENT340","<18 yrs","Female","Public","Merit","Yes","Yes","Yes","RS.20k-RS.40k","Walk","Dorm","Primary","Secondary","1","None","Laborer","Manager","less than 1","Sometimes","Sometimes","Never","Low","Regular","High","Low","Sometimes","Sometimes","Sometimes","Quiet","2.5-3.0","2.0-2.5",1,"C"
"341","STUDENT341","18-22 yrs","Female","Home School","Full","Yes","Yes","No","RS.20k-RS.40k","Private","Dorm","No Schooling","No Schooling","1","None","Laborer","Clerk","1 to 3","Sometimes","Sometimes","Never","Low","Irregular","Moderate","Low","Sometimes","Sometimes","Sometimes","Noisy","2.5-3.0","2.5-3.0",1,"D"
"342","STUDENT342","18-22 yrs","Male","Home School","Full","No","No","Yes","<RS.20k","Public","Dorm","No Schooling","Primary","4+","None","Laborer","Unemployed","3 to 5","Sometimes","Sometimes","Never","Low","Irregular","Low","Low","Sometimes","Often","Often","Quiet","2.5-3.0","2.5-3.0",1,"B"
"343","STUDENT343","18-22 yrs","Male","Public","Full","No","Yes","Yes","RS.20k-RS.40k","Public","Dorm","No Schooling","Secondary","3","None","Laborer","Unemployed","less than 1","Never","Never","Never","Low","Regular","Moderate","Moderate","Sometimes","Sometimes","Sometimes","Quiet","3.0-3.5","2.0-2.5",1,"D"
"344","STUDENT344","18-22 yrs","Male","Home School","Full","Yes","No","Yes","RS.20k-RS.40k","Public","Dorm","No Schooling","No Schooling","4+","None","Laborer","Unemployed","less than 1","Sometimes","Sometimes","Never","Low","Irregular","Moderate","Low","Sometimes","Sometimes","Sometimes","Moderate","2.5-3.0","2.0-2.5",1,"B+"
"345","STUDENT345","18-22 yrs","Female","Public","Full","No","Yes","Yes","RS.40k-RS.60k","Walk","Apartment","No Schooling","High School","1","None","Manager","Laborer","5 to 7","Never","Never","Never","Low","Regular","Low","Moderate","Often","Never","Often","Quiet",">3.5","2.5-3.0",1,"C+"
"346","STUDENT346",">20 yrs","Female","Home School","Full","Yes","Yes","No","RS.60k-RS.80k","Public","Apartment","No Schooling","No Schooling","4+","More than 1","Laborer","Unemployed","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Moderate","High","Never","Often","Often","Noisy",">3.5","3.0-3.5",1,"C+"
"347","STUDENT347","18-22 yrs","Female","Private","Full","No","No","Yes","<RS.20k","Public","Dorm","No Schooling","Secondary","4+","None","Laborer","Manager","less than 1","Sometimes","Often","Never","Low","Regular","Low","Moderate","Often","Sometimes","Often","Noisy",">3.5","3.0-3.5",1,"B+"
"348","STUDENT348","18-22 yrs","Female","Private","Full","No","No","Yes","<RS.20k","Public","Dorm","High School","Primary","2","None","Clerk","Clerk","less than 1","Often","Sometimes","Never","Low","Regular","High","Low","Often","Sometimes","Often","Quiet",">3.5","3.0-3.5",1,"B"
"349","STUDENT349",">20 yrs","Female","Private","Full","No","Yes","No","RS.40k-RS.60k","Public","Dorm","No Schooling","Secondary","4+","One","Laborer","Unemployed","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Often","Sometimes","Sometimes","Moderate",">3.5","3.0-3.5",1,"C+"
"350","STUDENT350","18-22 yrs","Female","Public","Full","No","No","No","<RS.20k","Public","Dorm","High School","High School","2","None","Laborer","Clerk","3 to 5","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Often","Sometimes","Moderate","3.0-3.5","2.5-3.0",1,"B+"
"351","STUDENT351","18-22 yrs","Male","Private","Full","Yes","Yes","Yes",">RS.80k","Private","Dorm","Graduate","No Schooling","2","None","Laborer","Clerk","3 to 5","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Never","Often","Often","Quiet","2.0-2.5","<2.0",1,"C"
"352","STUDENT352","<18 yrs","Female","Home School","Full","No","No","Yes","RS.20k-RS.40k","Public","Apartment","No Schooling","Secondary","3","None","Laborer","Clerk","1 to 3","Never","Sometimes","Never","High","Irregular","Moderate","Low","Often","Sometimes","Sometimes","Moderate","3.0-3.5","3.0-3.5",1,"B+"
"353","STUDENT353","18-22 yrs","Female","Public","Full","Yes","Yes","Yes","<RS.20k","Walk","Apartment","Primary","Secondary","1","None","Laborer","Manager","5 to 7","Sometimes","Sometimes","Never","Low","Regular","High","Low","Sometimes","Often","Often","Moderate",">3.5","3.0-3.5",1,"C+"
"354","STUDENT354","18-22 yrs","Female","Public","Merit","Yes","Yes","No","RS.20k-RS.40k","Public","Dorm","No Schooling","Secondary","2","None","Laborer","Unemployed","5 to 7","Never","Sometimes","Never","Low","Regular","Moderate","Low","Sometimes","Sometimes","Sometimes","Quiet","2.5-3.0","2.5-3.0",1,"B+"
"355","STUDENT355","18-22 yrs","Female","Home School","Need-based","Yes","Yes","Yes","<RS.20k","Public","Dorm","Primary","Primary","1","None","Laborer","Unemployed","5 to 7","Sometimes","Sometimes","Never","High","Regular","High","Low","Often","Sometimes","Often","Quiet","3.0-3.5","2.5-3.0",1,"C+"
"356","STUDENT356","<18 yrs","Female","Home School","Full","No","Yes","No","RS.40k-RS.60k","Public","Dorm","Primary","High School","2","None","Laborer","Manager","1 to 3","Never","Sometimes","Never","High","Irregular","Low","Low","Sometimes","Never","Sometimes","Quiet","2.0-2.5","2.0-2.5",1,"C"
"357","STUDENT357","18-22 yrs","Female","Home School","Full","No","Yes","No","<RS.20k","Public","Dorm","Secondary","Primary","4+","None","Laborer","Professional","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Sometimes","Noisy",">3.5","3.0-3.5",1,"B+"
"358","STUDENT358","18-22 yrs","Female","Home School","Full","No","No","Yes","RS.40k-RS.60k","Public","Apartment","Secondary","High School","3","One","Laborer","Laborer","1 to 3","Sometimes","Sometimes","Never","Low","Irregular","High","Low","Sometimes","Sometimes","Never","Moderate","2.0-2.5","2.5-3.0",1,"D"
"359","STUDENT359","18-22 yrs","Male","Public","Merit","No","Yes","Yes","<RS.20k","Public","Dorm","Primary","Secondary","4+","More than 1","Laborer","Professional","1 to 3","Sometimes","Sometimes","Never","Low","Irregular","Low","Low","Sometimes","Sometimes","Often","Moderate","3.0-3.5","2.5-3.0",1,"B+"
"360","STUDENT360","18-22 yrs","Male","Home School","Merit","No","Yes","No","<RS.20k","Public","Dorm","Primary","Primary","1","None","Laborer","Clerk","5 to 7","Never","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Quiet","2.5-3.0","2.0-2.5",1,"B+"
"361","STUDENT361","<18 yrs","Female","Home School","Merit","Yes","No","No","<RS.20k","Public","Dorm","High School","Secondary","0","One","Manager","Laborer","less than 1","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Sometimes","Sometimes","Often","Quiet",">3.5","3.0-3.5",1,"A+"
"362","STUDENT362","<18 yrs","Male","Private","Merit","No","Yes","Yes","<RS.20k","Public","House","No Schooling","Secondary","4+","None","Laborer","Manager","less than 1","Sometimes","Never","Never","Low","Regular","Moderate","Low","Sometimes","Often","Often","Noisy","2.0-2.5","2.0-2.5",1,"A"
"363","STUDENT363","<18 yrs","Female","Home School","Full","No","No","No","<RS.20k","Public","Apartment","No Schooling","No Schooling","1","None","Laborer","Clerk","3 to 5","Often","Often","Never","Low","Regular","Low","Low","Sometimes","Sometimes","Often","Moderate","2.5-3.0","2.5-3.0",1,"A"
"364","STUDENT364","18-22 yrs","Female","Home School","Merit","Yes","Yes","Yes","<RS.20k","Public","Apartment","No Schooling","Secondary","3","None","Laborer","Manager","5 to 7","Never","Never","Often","Low","Regular","High","Moderate","Often","Sometimes","Often","Quiet",">3.5","2.5-3.0",1,"A"
"365","STUDENT365","<18 yrs","Female","Public","Merit","Yes","Yes","Yes","<RS.20k","Public","Dorm","Primary","Primary","2","None","Laborer","Unemployed","1 to 3","Sometimes","Sometimes","Often","Low","Regular","Moderate","Low","Often","Sometimes","Often","Moderate","2.5-3.0","2.5-3.0",1,"A+"
"366","STUDENT366","<18 yrs","Female","Public","Merit","Yes","No","Yes","<RS.20k","Public","House","No Schooling","Undergraduate","3","None","Laborer","Laborer","1 to 3","Often","Never","Never","Low","Regular","Moderate","Low","Sometimes","Sometimes","Sometimes","Moderate","3.0-3.5","<2.0",1,"A+"
"367","STUDENT367","18-22 yrs","Female","Home School","Partial","Yes","No","Yes","RS.20k-RS.40k","Public","Dorm","Undergraduate","High School","2","None","Manager","Clerk","less than 1","Often","Sometimes","Never","Low","Regular","High","Moderate","Sometimes","Never","Sometimes","Noisy","2.0-2.5","2.0-2.5",1,"B"
"368","STUDENT368","<18 yrs","Female","Private","Partial","No","Yes","No","RS.20k-RS.40k","Private","Apartment","Graduate","Undergraduate","1","None","Manager","Laborer","1 to 3","Sometimes","Sometimes","Often","Low","Irregular","High","Low","Sometimes","Sometimes","Sometimes","Moderate","<2.0","<2.0",1,"A+"
"369","STUDENT369","18-22 yrs","Male","Private","Merit","Yes","No","Yes","<RS.20k","Public","Dorm","No Schooling","Secondary","3","None","Laborer","Manager","3 to 5","Often","Often","Never","Low","Irregular","Low","Low","Often","Often","Sometimes","Moderate","2.0-2.5","2.0-2.5",1,"B"
"370","STUDENT370","18-22 yrs","Female","Home School","Merit","No","Yes","Yes","<RS.20k","Public","Dorm","No Schooling","Secondary","3","None","Laborer","Manager","less than 1","Sometimes","Sometimes","Never","High","Regular","Moderate","Low","Often","Often","Often","Moderate","3.0-3.5","3.0-3.5",1,"C+"
"371","STUDENT371","18-22 yrs","Male","Home School","Full","Yes","Yes","No","<RS.20k","Private","Dorm","No Schooling","No Schooling","1","None","Laborer","Clerk","5 to 7","Never","Never","Never","High","Regular","High","Low","Sometimes","Often","Never","Moderate","3.0-3.5","2.0-2.5",1,"B"
"372","STUDENT372",">20 yrs","Female","Private","Full","Yes","Yes","Yes","<RS.20k","Public","Apartment","No Schooling","Primary","3","None","Laborer","Clerk","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Often","Often","Sometimes","Noisy",">3.5","3.0-3.5",1,"C+"
"373","STUDENT373","18-22 yrs","Female","Home School","Merit","No","Yes","No","RS.20k-RS.40k","Public","Dorm","Secondary","No Schooling","2","None","Laborer","Clerk","5 to 7","Sometimes","Often","Never","Low","Regular","High","Low","Often","Often","Sometimes","Noisy","3.0-3.5","2.5-3.0",1,"A+"
"374","STUDENT374","18-22 yrs","Female","Private","Full","Yes","Yes","Yes","RS.40k-RS.60k","Public","Dorm","High School","High School","1","None","Unemployed","Laborer","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Noisy","<2.0","2.0-2.5",1,"A+"
"375","STUDENT375",">20 yrs","Female","Home School","Full","Yes","Yes","No","RS.40k-RS.60k","Public","Apartment","High School","Primary","4+","More than 1","Laborer","Unemployed","3 to 5","Sometimes","Sometimes","Never","Low","Regular","Moderate","High","Often","Often","Often","Noisy",">3.5","3.0-3.5",1,"A+"
"376","STUDENT376","<18 yrs","Female","Private","Need-based","No","Yes","Yes","RS.20k-RS.40k","Public","Dorm","No Schooling","No Schooling","4+","None","Laborer","Unemployed","1 to 3","Never","Never","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Noisy","3.0-3.5","2.5-3.0",1,"B"
"377","STUDENT377","18-22 yrs","Female","Private","Merit","Yes","Yes","Yes","<RS.20k","Walk","Apartment","Secondary","Secondary","1","None","Manager","Unemployed","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Moderate",">3.5","3.0-3.5",1,"B+"
"378","STUDENT378","18-22 yrs","Female","Home School","Full","No","No","Yes","RS.20k-RS.40k","Public","Dorm","Secondary","High School","1","None","Unemployed","Unemployed","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Sometimes","Sometimes","Sometimes","Moderate","<2.0","<2.0",1,"A"
"379","STUDENT379","<18 yrs","Female","Public","Merit","No","No","No","<RS.20k","Public","Dorm","High School","High School","0","None","Clerk","Laborer","5 to 7","Sometimes","Sometimes","Never","Low","Regular","High","Moderate","Often","Never","Sometimes","Noisy",">3.5","2.5-3.0",1,"A"
"380","STUDENT380","18-22 yrs","Female","Home School","Full","Yes","Yes","Yes","<RS.20k","Public","Dorm","Secondary","Undergraduate","2","None","Laborer","Laborer","3 to 5","Sometimes","Sometimes","Never","Low","Irregular","Low","Low","Often","Never","Often","Noisy","2.5-3.0","2.0-2.5",1,"A"
"381","STUDENT381","18-22 yrs","Male","Private","Full","Yes","No","No","<RS.20k","Private","House","Secondary","Secondary","0","None","Manager","Laborer","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Sometimes","Often","Sometimes","Noisy","3.0-3.5","2.0-2.5",1,"A"
"382","STUDENT382","18-22 yrs","Female","Public","Need-based","Yes","No","No","<RS.20k","Public","Apartment","High School","No Schooling","4+","None","Laborer","Clerk","5 to 7","Sometimes","Sometimes","Never","Low","Regular","High","Low","Sometimes","Often","Often","Moderate",">3.5","3.0-3.5",1,"A"
"383","STUDENT383","<18 yrs","Female","Private","Full","Yes","Yes","Yes","<RS.20k","Public","Dorm","Secondary","High School","3","None","Clerk","Laborer","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Noisy","2.0-2.5","2.0-2.5",1,"A+"
"384","STUDENT384","<18 yrs","Female","Public","None","Yes","Yes","No","<RS.20k","Public","Apartment","No Schooling","Primary","3","None","Laborer","Clerk","1 to 3","Sometimes","Never","Never","Low","Regular","Low","Low","Often","Often","Often","Moderate","2.0-2.5","2.0-2.5",1,"B"
"385","STUDENT385","18-22 yrs","Female","Home School","Full","No","Yes","No","<RS.20k","Public","Dorm","Secondary","Primary","4+","None","Laborer","Professional","5 to 7","Sometimes","Often","Never","Low","Regular","Moderate","Low","Often","Sometimes","Sometimes","Noisy",">3.5","3.0-3.5",1,"A"
"386","STUDENT386","<18 yrs","Female","Private","Need-based","No","No","No","<RS.20k","Private","House","Secondary","High School","0","None","Laborer","Unemployed","5 to 7","Sometimes","Often","Never","Low","Regular","Low","Low","Often","Sometimes","Sometimes","Quiet","3.0-3.5","2.5-3.0",1,"B+"
